frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
1,0.0,0.03,1,0.800963,0.271234,-0.533751,0.773013,0.223284,-0.593797,0.949,0.413,1.121,-1.171,1.425
23,0.733,0.98,1,0.776546,0.273079,-0.567807,0.739731,0.241407,-0.628109,0.903,0.406,0.87,-1.12,1.042
24,0.767,0.98,1,0.775564,0.277112,-0.567194,0.737569,0.245499,-0.629065,0.902,0.412,0.895,-1.112,1.054
25,0.8,0.98,1,0.774716,0.278739,-0.567556,0.738435,0.247892,-0.627107,0.902,0.415,0.908,-1.112,1.062
26,0.833,0.98,1,0.77755,0.278686,-0.563693,0.742294,0.246134,-0.623232,0.908,0.416,0.921,-1.112,1.072
27,0.867,0.98,1,0.778499,0.283574,-0.559933,0.745393,0.253263,-0.616642,0.913,0.428,0.949,-1.11,1.089
28,0.9,0.98,1,0.776386,0.286932,-0.561155,0.747173,0.259491,-0.611879,0.915,0.436,0.973,-1.108,1.107
29,0.933,0.98,1,0.777649,0.290361,-0.55763,0.747324,0.262032,-0.610611,0.917,0.442,0.988,-1.103,1.11
30,0.967,0.98,1,0.776347,0.294379,-0.557339,0.746103,0.268182,-0.609433,0.917,0.449,1.002,-1.102,1.121
31,1.0,0.98,1,0.772593,0.29918,-0.559992,0.743801,0.272958,-0.610126,0.914,0.455,1.017,-1.092,1.131
32,1.033,0.98,1,0.771449,0.307449,-0.557083,0.744041,0.282296,-0.605567,0.916,0.469,1.064,-1.084,1.172
33,1.067,0.98,1,0.791649,0.303703,-0.530148,0.769439,0.270783,-0.578482,0.953,0.478,1.26,-1.14,1.48
34,1.1,0.98,1,0.795148,0.301072,-0.526399,0.775659,0.271439,-0.569801,0.962,0.481,1.329,-1.136,1.52
35,1.133,0.98,1,0.801307,0.298802,-0.51829,0.787236,0.271379,-0.553726,0.977,0.489,1.384,-1.136,1.563
36,1.167,0.98,1,0.810007,0.298616,-0.504695,0.799283,0.27309,-0.535321,0.997,0.503,1.416,-1.145,1.588
