frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
226,9.375,0.98,1,0.536177,0.592245,-0.601465,0.468355,0.526451,-0.709572,0.654,0.706,1.065,-0.711,1.015
227,9.417,0.98,1,0.551347,0.612359,-0.566597,0.472517,0.556143,-0.68369,0.686,0.752,1.11,-0.728,1.068
229,9.5,0.98,1,0.558358,0.626877,-0.54338,0.55309,0.579184,-0.598864,0.772,0.813,1.231,-0.775,1.226
230,9.542,0.93,1,0.571283,0.618015,-0.540086,0.624555,0.535329,-0.568642,0.823,0.805,1.276,-0.801,1.295
231,9.583,0.93,1,0.607723,0.634643,-0.47739,0.59684,0.506905,-0.621956,0.831,0.804,1.324,-0.814,1.352
232,9.625,0.93,1,0.608032,0.61476,-0.502361,0.627719,0.448682,-0.636124,0.826,0.751,1.388,-0.833,1.433
233,9.667,0.93,1,0.61969,0.606678,-0.497922,0.676255,0.475115,-0.562978,0.885,0.795,1.455,-0.857,1.509
255,10.583,0.88,1,0.580764,0.531274,-0.616815,0.499341,0.431331,-0.751407,0.668,0.613,0.819,-0.831,1.04
256,10.625,0.88,1,0.566329,0.560474,-0.604269,0.490724,0.442838,-0.750389,0.663,0.637,0.846,-0.821,1.054
257,10.667,0.88,1,0.561154,0.582121,-0.588422,0.517307,0.433423,-0.737929,0.683,0.653,0.87,-0.814,1.073
258,10.708,0.88,1,0.564378,0.592914,-0.574396,0.51223,0.443255,-0.735626,0.688,0.669,0.869,-0.82,1.082
259,10.75,0.88,1,0.565399,0.591259,-0.575097,0.496596,0.42989,-0.754047,0.674,0.655,0.848,-0.828,1.069
271,11.25,0.98,1,0.588311,0.610578,-0.530174,0.565674,0.45247,-0.689408,0.758,0.717,1.059,-0.808,1.14
272,11.292,0.98,1,0.574517,0.609722,-0.546049,0.528255,0.471304,-0.706272,0.722,0.712,1.059,-0.79,1.142
273,11.333,0.98,1,0.554688,0.60908,-0.566872,0.508215,0.475267,-0.71822,0.691,0.701,1.055,-0.78,1.151
274,11.375,0.98,1,0.533982,0.601456,-0.594235,0.495975,0.488628,-0.71781,0.666,0.693,1.1,-0.756,1.187
275,11.417,0.88,1,0.556822,0.619922,-0.552854,0.498401,0.505127,-0.704587,0.698,0.73,1.161,-0.734,1.242
276,11.458,0.93,1,0.530546,0.605845,-0.592852,0.529416,0.514794,-0.674319,0.697,0.724,1.219,-0.715,1.297
277,11.5,0.88,1,0.495492,0.583535,-0.643409,0.557436,0.556665,-0.615946,0.696,0.736,1.264,-0.707,1.335
279,11.583,0.88,1,0.507527,0.626268,-0.591782,0.537708,0.584351,-0.607786,0.717,0.79,1.292,-0.693,1.354
280,11.625,0.88,1,0.519268,0.618809,-0.589437,0.538884,0.567003,-0.622987,0.718,0.774,1.291,-0.698,1.364
281,11.667,0.88,1,0.508893,0.632927,-0.583465,0.524154,0.560759,-0.640946,0.701,0.773,1.303,-0.701,1.381
282,11.708,0.98,1,0.516552,0.616361,-0.594368,0.538951,0.535752,-0.650001,0.703,0.747,1.304,-0.718,1.397
283,11.75,0.98,1,0.528177,0.618301,-0.582008,0.573143,0.512892,-0.6391,0.734,0.747,1.287,-0.732,1.396
