frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
5,0.133,0.98,1,0.670401,0.355729,-0.651168,0.607628,0.283469,-0.741912,0.742,0.43,0.567,-0.887,0.987
6,0.167,0.98,1,0.675435,0.36872,-0.638618,0.611844,0.296544,-0.733286,0.754,0.452,0.6,-0.897,1.016
7,0.2,0.98,1,0.682491,0.369872,-0.630398,0.617953,0.298531,-0.727333,0.764,0.457,0.618,-0.912,1.029
8,0.233,0.98,1,0.689118,0.369231,-0.623526,0.627098,0.29915,-0.719206,0.775,0.462,0.637,-0.925,1.048
9,0.267,0.88,1,0.688946,0.371387,-0.622435,0.626186,0.301199,-0.719145,0.775,0.465,0.642,-0.925,1.055
10,0.3,0.98,1,0.688772,0.377362,-0.619024,0.626627,0.306669,-0.716444,0.778,0.473,0.659,-0.925,1.07
11,0.333,0.88,1,0.684207,0.387784,-0.617644,0.621903,0.318162,-0.715548,0.775,0.487,0.678,-0.92,1.081
12,0.367,0.98,1,0.685984,0.398798,-0.608593,0.628858,0.333756,-0.702242,0.787,0.51,0.721,-0.926,1.115
13,0.4,0.93,1,0.690295,0.406473,-0.598559,0.635059,0.343558,-0.691858,0.799,0.527,0.751,-0.933,1.131
14,0.433,0.98,1,0.693261,0.405083,-0.596068,0.638153,0.344052,-0.688759,0.803,0.528,0.732,-0.929,1.09
15,0.467,0.88,1,0.690949,0.410401,-0.595114,0.637113,0.354979,-0.684162,0.804,0.539,0.767,-0.928,1.11
16,0.5,0.88,1,0.711923,0.402466,-0.575489,0.660298,0.338468,-0.670408,0.834,0.537,0.772,-0.948,1.097
17,0.533,0.88,1,0.715352,0.393712,-0.577289,0.661096,0.327808,-0.674903,0.833,0.523,0.762,-0.945,1.063
18,0.567,0.88,1,0.701173,0.394129,-0.594153,0.648515,0.338276,-0.681907,0.813,0.521,0.734,-0.936,1.029
19,0.6,0.88,1,0.697771,0.394545,-0.597871,0.646441,0.340714,-0.682662,0.81,0.521,0.73,-0.925,1.008
20,0.633,0.88,1,0.699105,0.400643,-0.592231,0.647458,0.351236,-0.676337,0.815,0.535,0.765,-0.922,1.042
21,0.667,0.88,1,0.697735,0.409536,-0.587747,0.645095,0.362144,-0.672833,0.817,0.549,0.795,-0.919,1.067
22,0.7,0.88,1,0.695136,0.40923,-0.59103,0.643094,0.363189,-0.674183,0.813,0.548,0.79,-0.916,1.06
23,0.733,0.88,1,0.70186,0.409896,-0.582561,0.650002,0.363528,-0.667341,0.825,0.554,0.796,-0.927,1.061
24,0.767,0.88,1,0.709725,0.403288,-0.577623,0.65735,0.351828,-0.666415,0.832,0.546,0.758,-0.941,1.027
25,0.8,0.82,1,0.712152,0.397,-0.578991,0.66114,0.341161,-0.668209,0.833,0.534,0.751,-0.927,1.0
26,0.833,0.88,1,0.713843,0.402991,-0.572736,0.663105,0.350387,-0.661453,0.84,0.548,0.787,-0.935,1.036
27,0.867,0.82,1,0.705721,0.40793,-0.579268,0.655016,0.353645,-0.667749,0.829,0.548,0.774,-0.92,1.031
28,0.9,0.88,1,0.708314,0.411287,-0.573702,0.658081,0.356433,-0.663238,0.835,0.555,0.801,-0.926,1.068
29,0.933,0.88,1,0.704194,0.418708,-0.573407,0.656089,0.36476,-0.66068,0.834,0.566,0.817,-0.925,1.089
30,0.967,0.88,1,0.700086,0.424673,-0.574049,0.654453,0.372362,-0.658056,0.833,0.574,0.838,-0.923,1.113
31,1.0,0.93,1,0.693929,0.432543,-0.575646,0.651527,0.383243,-0.654705,0.83,0.585,0.852,-0.918,1.127
32,1.033,0.88,1,0.685934,0.43427,-0.58387,0.645595,0.385971,-0.658964,0.82,0.583,0.838,-0.91,1.114
33,1.067,0.88,1,0.686216,0.437263,-0.581299,0.645095,0.391099,-0.656426,0.822,0.59,0.849,-0.908,1.126
34,1.1,0.93,1,0.689523,0.434763,-0.579257,0.653147,0.392885,-0.647334,0.831,0.594,0.853,-0.922,1.146
35,1.133,0.88,1,0.685676,0.437197,-0.581985,0.649097,0.390555,-0.652794,0.824,0.591,0.842,-0.905,1.123
36,1.167,0.98,1,0.685555,0.436216,-0.582864,0.650513,0.393812,-0.649419,0.826,0.593,0.854,-0.913,1.149
37,1.2,0.93,1,0.686607,0.437141,-0.580929,0.650865,0.393787,-0.649081,0.827,0.594,0.862,-0.916,1.167
38,1.233,0.93,1,0.688838,0.433611,-0.580933,0.651457,0.388197,-0.651849,0.827,0.588,0.864,-0.92,1.165
39,1.267,0.93,1,0.686012,0.444055,-0.576371,0.645409,0.397116,-0.652492,0.825,0.6,0.894,-0.91,1.183
40,1.3,0.98,1,0.690366,0.443567,-0.571527,0.648952,0.394885,-0.650329,0.831,0.601,0.904,-0.922,1.199
41,1.333,0.98,1,0.695109,0.441471,-0.567386,0.652107,0.390659,-0.649725,0.836,0.6,0.906,-0.929,1.204
42,1.367,0.98,1,0.697224,0.442674,-0.563843,0.654672,0.392356,-0.646113,0.841,0.604,0.911,-0.936,1.213
43,1.4,0.98,1,0.70008,0.443425,-0.559698,0.658385,0.394204,-0.641196,0.847,0.609,0.928,-0.94,1.225
44,1.433,0.98,1,0.703225,0.444674,-0.554743,0.663747,0.396443,-0.63425,0.855,0.616,0.948,-0.942,1.237
45,1.467,0.98,1,0.709449,0.445702,-0.545923,0.6717,0.39882,-0.624309,0.868,0.625,0.978,-0.95,1.258
46,1.5,0.98,1,0.713664,0.44945,-0.537288,0.676921,0.404677,-0.614829,0.879,0.638,1.015,-0.956,1.284
47,1.533,0.98,1,0.718895,0.454036,-0.526347,0.683209,0.412559,-0.602512,0.893,0.655,1.061,-0.962,1.315
48,1.567,0.98,1,0.726334,0.461357,-0.509499,0.68898,0.421184,-0.58984,0.91,0.676,1.118,-0.966,1.354
49,1.6,0.98,1,0.727031,0.46793,-0.502461,0.692665,0.432826,-0.576954,0.921,0.695,1.175,-0.959,1.389
50,1.633,0.98,1,0.72697,0.472149,-0.498588,0.693511,0.440641,-0.569981,0.926,0.707,1.218,-0.953,1.414
51,1.667,0.98,1,0.722157,0.477996,-0.500009,0.689485,0.449871,-0.56765,0.923,0.715,1.241,-0.941,1.416
52,1.7,0.98,1,0.721295,0.485369,-0.494117,0.687773,0.458063,-0.563158,0.927,0.729,1.265,-0.932,1.428
53,1.733,0.98,1,0.720335,0.489116,-0.491816,0.687272,0.462781,-0.559903,0.929,0.736,1.277,-0.926,1.439
54,1.767,0.98,1,0.71865,0.48845,-0.494933,0.687396,0.462885,-0.559664,0.927,0.734,1.283,-0.924,1.449
55,1.8,0.98,1,0.713489,0.490265,-0.500573,0.68574,0.466376,-0.558797,0.923,0.734,1.285,-0.916,1.457
56,1.833,0.98,1,0.711136,0.493245,-0.500994,0.682634,0.468585,-0.560749,0.92,0.736,1.279,-0.916,1.458
57,1.867,0.93,1,0.706483,0.493365,-0.507418,0.676079,0.467446,-0.569571,0.909,0.728,1.27,-0.912,1.457
58,1.9,0.93,1,0.705836,0.489978,-0.511583,0.674575,0.460882,-0.576659,0.903,0.718,1.26,-0.908,1.458
59,1.933,0.93,1,0.704485,0.489883,-0.513532,0.673149,0.460179,-0.578883,0.9,0.716,1.268,-0.911,1.481
60,1.967,0.93,1,0.707408,0.488533,-0.510793,0.674738,0.454893,-0.581206,0.902,0.713,1.264,-0.913,1.486
61,2.0,0.93,1,0.707967,0.487673,-0.510841,0.676048,0.450043,-0.583456,0.902,0.708,1.262,-0.911,1.493
62,2.033,0.93,1,0.706229,0.48987,-0.511143,0.674023,0.45085,-0.585173,0.9,0.709,1.271,-0.908,1.512
63,2.067,0.98,1,0.698865,0.490969,-0.520132,0.669493,0.454113,-0.587844,0.89,0.706,1.286,-0.9,1.537
64,2.1,0.93,1,0.695215,0.491258,-0.52473,0.667653,0.453263,-0.590586,0.885,0.703,1.282,-0.895,1.545
65,2.133,0.93,1,0.685723,0.497847,-0.530973,0.656915,0.459157,-0.598029,0.872,0.703,1.276,-0.887,1.545
66,2.167,0.93,1,0.685165,0.496065,-0.533356,0.655906,0.455358,-0.602026,0.868,0.697,1.263,-0.888,1.541
67,2.2,0.93,1,0.684348,0.495272,-0.53514,0.65541,0.453917,-0.603653,0.866,0.695,1.256,-0.886,1.539
68,2.233,0.93,1,0.684881,0.494001,-0.535631,0.657158,0.450842,-0.604056,0.867,0.692,1.245,-0.885,1.533
69,2.267,0.93,1,0.684977,0.49355,-0.535925,0.656507,0.450133,-0.605293,0.866,0.691,1.233,-0.885,1.523
70,2.3,0.93,1,0.686818,0.495668,-0.531596,0.653787,0.448911,-0.609132,0.866,0.692,1.224,-0.886,1.508
71,2.333,0.98,1,0.689753,0.491014,-0.532115,0.656437,0.445704,-0.608636,0.868,0.687,1.22,-0.887,1.495
72,2.367,0.98,1,0.69188,0.486896,-0.533137,0.653692,0.441479,-0.61464,0.865,0.68,1.204,-0.889,1.473
73,2.4,0.98,1,0.691449,0.483857,-0.536452,0.65291,0.441978,-0.615113,0.862,0.677,1.194,-0.891,1.457
74,2.433,0.98,1,0.690314,0.479264,-0.542008,0.652462,0.436871,-0.619222,0.858,0.668,1.178,-0.893,1.443
75,2.467,0.98,1,0.69011,0.476397,-0.544788,0.650212,0.43245,-0.624669,0.853,0.661,1.162,-0.896,1.425
76,2.5,0.98,1,0.690886,0.475112,-0.544926,0.651957,0.431783,-0.623311,0.855,0.66,1.154,-0.904,1.426
77,2.533,0.98,1,0.694571,0.470873,-0.543921,0.6553,0.426128,-0.623696,0.858,0.655,1.142,-0.914,1.418
78,2.567,0.98,1,0.694919,0.471288,-0.543116,0.656907,0.425436,-0.622476,0.859,0.656,1.146,-0.916,1.425
79,2.6,0.98,1,0.691459,0.473805,-0.545338,0.652908,0.426503,-0.625944,0.854,0.655,1.148,-0.91,1.428
80,2.633,0.98,1,0.6881,0.477275,-0.546559,0.650204,0.432133,-0.624897,0.852,0.66,1.154,-0.905,1.434
81,2.667,0.98,1,0.693401,0.472027,-0.544414,0.653904,0.425307,-0.625718,0.856,0.654,1.157,-0.911,1.432
82,2.7,0.98,1,0.697623,0.466856,-0.543477,0.655692,0.419552,-0.627729,0.857,0.648,1.148,-0.917,1.421
83,2.733,0.98,1,0.703483,0.463065,-0.53915,0.659563,0.414205,-0.627225,0.863,0.645,1.131,-0.925,1.405
84,2.767,0.98,1,0.708703,0.461031,-0.534032,0.666041,0.412331,-0.621588,0.872,0.647,1.139,-0.938,1.412
85,2.8,0.98,1,0.716955,0.456183,-0.527136,0.672436,0.407403,-0.617942,0.881,0.646,1.149,-0.961,1.422
86,2.833,0.98,1,0.727729,0.449321,-0.518191,0.688409,0.402551,-0.603362,0.901,0.65,1.179,-0.984,1.459
87,2.867,0.98,1,0.73446,0.448797,-0.509068,0.698184,0.402701,-0.591922,0.916,0.658,1.204,-1.005,1.491
88,2.9,0.98,1,0.744261,0.448468,-0.494927,0.710512,0.399888,-0.579018,0.935,0.669,1.253,-1.025,1.549
89,2.933,0.98,1,0.758651,0.434228,-0.48569,0.734917,0.388116,-0.556114,0.962,0.668,1.325,-1.057,1.629
90,2.967,0.93,1,0.773778,0.411639,-0.481478,0.759416,0.368424,-0.536238,0.985,0.654,1.394,-1.091,1.7
91,3.0,0.93,1,0.786046,0.396897,-0.473925,0.774662,0.35332,-0.524466,1.002,0.644,1.457,-1.106,1.757
92,3.033,0.93,1,0.792444,0.392223,-0.467112,0.780314,0.352104,-0.51685,1.012,0.648,1.54,-1.11,1.814
93,3.067,0.98,1,0.796323,0.383444,-0.467803,0.786083,0.347434,-0.511237,1.017,0.641,1.627,-1.117,1.886
94,3.1,0.98,1,0.805088,0.360289,-0.471196,0.804031,0.327143,-0.4965,1.029,0.618,1.641,-1.135,1.913
95,3.133,0.98,1,0.815909,0.34921,-0.460808,0.819513,0.316263,-0.477888,1.05,0.617,1.757,-1.143,2.048
96,3.167,0.98,1,0.831456,0.320253,-0.454002,0.841671,0.279284,-0.462157,1.07,0.579,1.857,-1.165,2.228
97,3.2,0.98,1,0.836281,0.30972,-0.452447,0.84928,0.268613,-0.454501,1.077,0.568,1.964,-1.153,2.336
98,3.233,0.98,1,0.841439,0.301413,-0.448476,0.85438,0.25987,-0.450002,1.084,0.558,2.036,-1.144,2.399
99,3.267,0.98,1,0.848189,0.286439,-0.445565,0.863438,0.244511,-0.441235,1.093,0.539,2.14,-1.133,2.506
100,3.3,0.98,1,0.850935,0.276895,-0.446361,0.868172,0.235584,-0.436781,1.096,0.526,2.191,-1.129,2.564
101,3.333,0.98,1,0.851105,0.270602,-0.449884,0.867583,0.227998,-0.441947,1.092,0.51,2.213,-1.134,2.594
102,3.367,0.98,1,0.854735,0.261823,-0.448193,0.871045,0.217913,-0.440221,1.095,0.495,2.239,-1.14,2.625
103,3.4,0.98,1,0.85911,0.252107,-0.44539,0.875185,0.206737,-0.437392,1.1,0.479,2.267,-1.149,2.659
104,3.433,0.98,1,0.860025,0.245412,-0.44736,0.877366,0.200703,-0.435828,1.1,0.468,2.314,-1.145,2.707
105,3.467,0.98,1,0.86463,0.236648,-0.443184,0.882962,0.191498,-0.42861,1.108,0.457,2.378,-1.13,2.773
106,3.5,0.98,1,0.867422,0.229561,-0.441453,0.8868,0.184464,-0.423743,1.113,0.446,2.415,-1.128,2.812
107,3.533,0.98,1,0.871169,0.222995,-0.437422,0.890441,0.178158,-0.418778,1.118,0.438,2.453,-1.128,2.847
108,3.567,0.98,1,0.873002,0.21813,-0.436219,0.891771,0.177229,-0.416333,1.121,0.434,2.498,-1.107,2.854
109,3.6,0.98,1,0.876216,0.213422,-0.432084,0.891615,0.174237,-0.417928,1.123,0.428,2.509,-1.109,2.84
110,3.633,0.98,1,0.876639,0.212986,-0.431441,0.892181,0.177783,-0.415219,1.124,0.432,2.518,-1.105,2.826
111,3.667,0.98,1,0.877048,0.206899,-0.433567,0.892198,0.176527,-0.415718,1.123,0.424,2.531,-1.094,2.799
112,3.7,0.98,1,0.870521,0.212448,-0.443913,0.88543,0.190909,-0.423754,1.112,0.435,2.543,-1.069,2.76
113,3.733,0.98,1,0.865276,0.220434,-0.450229,0.878933,0.206092,-0.430119,1.103,0.451,2.531,-1.051,2.704
114,3.767,0.98,1,0.862831,0.220203,-0.455008,0.876779,0.209155,-0.433027,1.099,0.45,2.541,-1.034,2.695
