frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
308,10.234,0.98,1,-0.021011,0.404072,-0.914486,-0.290222,0.376826,-0.879644,-0.172,0.411,0.098,0.108,0.034
309,10.267,0.98,1,-0.034283,0.398183,-0.916665,-0.283445,0.373343,-0.883331,-0.175,0.405,0.098,0.108,0.037
310,10.3,0.98,1,-0.022467,0.394689,-0.91854,-0.290364,0.372145,-0.881588,-0.172,0.403,0.1,0.112,0.038
311,10.334,0.98,1,-0.041862,0.390919,-0.919473,-0.292276,0.372081,-0.880983,-0.183,0.401,0.098,0.113,0.04
316,10.5,0.98,1,-0.037454,0.37982,-0.924302,-0.291402,0.384709,-0.875833,-0.181,0.402,0.094,0.12,0.029
318,10.567,0.98,1,-0.053338,0.387826,-0.920188,-0.285141,0.376941,-0.881255,-0.186,0.401,0.105,0.131,0.023
319,10.6,0.98,1,-0.040977,0.385236,-0.921908,-0.301361,0.379656,-0.874667,-0.188,0.403,0.11,0.135,0.02
354,11.767,0.98,1,0.019053,0.349268,-0.936829,-0.218094,0.402197,-0.889198,-0.109,0.39,0.122,0.145,-0.028
358,11.901,0.98,1,0.028369,0.370842,-0.928263,-0.21949,0.408009,-0.886201,-0.105,0.405,0.137,0.151,-0.031
359,11.934,0.98,1,0.028828,0.37021,-0.928501,-0.212708,0.402718,-0.890266,-0.101,0.402,0.136,0.148,-0.034
360,11.967,0.98,1,0.022117,0.357875,-0.933507,-0.216753,0.404873,-0.888311,-0.106,0.397,0.138,0.149,-0.034
362,12.034,0.98,1,0.050768,0.373659,-0.926176,-0.179741,0.402657,-0.89753,-0.071,0.402,0.137,0.143,-0.036
363,12.067,0.98,1,0.044577,0.377671,-0.924866,-0.220709,0.407315,-0.886218,-0.097,0.409,0.137,0.146,-0.037
364,12.101,0.98,1,0.044857,0.372856,-0.926804,-0.233133,0.41453,-0.879667,-0.104,0.411,0.141,0.145,-0.036
365,12.134,0.98,1,0.040874,0.363969,-0.930514,-0.227475,0.412906,-0.881909,-0.103,0.405,0.138,0.144,-0.037
366,12.167,0.98,1,0.042578,0.378665,-0.924554,-0.237138,0.419512,-0.876228,-0.108,0.417,0.142,0.142,-0.035
367,12.201,0.98,1,0.033164,0.373636,-0.926982,-0.235105,0.415585,-0.878644,-0.111,0.412,0.139,0.14,-0.037
368,12.234,0.98,1,0.035858,0.372711,-0.927254,-0.22354,0.412741,-0.882992,-0.103,0.409,0.137,0.138,-0.037
369,12.267,0.98,1,0.029064,0.368336,-0.929238,-0.219597,0.408426,-0.885983,-0.105,0.404,0.135,0.137,-0.037
370,12.301,0.98,1,0.019319,0.377277,-0.925899,-0.217942,0.407838,-0.886662,-0.109,0.409,0.136,0.141,-0.036
371,12.334,0.98,1,0.024831,0.372404,-0.927738,-0.216607,0.403177,-0.889117,-0.105,0.403,0.135,0.139,-0.038
372,12.367,0.98,1,0.025311,0.370164,-0.928621,-0.213417,0.401412,-0.890686,-0.103,0.401,0.135,0.143,-0.036
376,12.501,0.98,1,0.026984,0.369919,-0.928672,-0.222887,0.409308,-0.884753,-0.108,0.406,0.134,0.134,-0.033
378,12.567,0.98,1,0.025146,0.360673,-0.932353,-0.203517,0.40494,-0.891406,-0.097,0.397,0.129,0.13,-0.032
417,13.867,0.98,1,0.069126,0.404427,-0.911954,-0.134199,0.344844,-0.929017,-0.035,0.387,0.103,0.031,0.052
419,13.934,0.98,1,0.052786,0.406945,-0.911926,-0.192127,0.357024,-0.914123,-0.076,0.396,0.122,0.1,0.041
420,13.967,0.98,1,0.013885,0.413117,-0.910572,-0.237277,0.370839,-0.897874,-0.123,0.409,0.138,0.147,0.037
421,14.001,0.98,1,-0.058619,0.410325,-0.910053,-0.235608,0.3778,-0.895408,-0.162,0.412,0.137,0.189,0.04
422,14.034,0.98,1,-0.091327,0.401671,-0.911219,-0.302628,0.366535,-0.879811,-0.217,0.405,0.121,0.225,0.057
426,14.167,0.98,1,-0.148145,0.374474,-0.915326,-0.350724,0.380454,-0.855714,-0.275,0.403,0.095,0.281,0.073
435,14.467,0.98,1,-0.129524,0.393805,-0.910023,-0.306399,0.364588,-0.879315,-0.239,0.401,0.121,0.222,0.088
436,14.501,0.98,1,-0.099417,0.405149,-0.908829,-0.330264,0.365301,-0.870334,-0.237,0.409,0.135,0.203,0.079
437,14.534,0.98,1,-0.058404,0.410738,-0.909881,-0.326429,0.365933,-0.871514,-0.213,0.411,0.134,0.186,0.08
438,14.567,0.98,1,-0.002186,0.420002,-0.907521,-0.28065,0.36599,-0.887292,-0.156,0.413,0.143,0.192,0.06
439,14.601,0.98,1,0.081346,0.434272,-0.897101,-0.237196,0.356812,-0.903561,-0.086,0.414,0.146,0.176,0.082
440,14.634,0.98,1,0.085601,0.424598,-0.901326,-0.214707,0.366017,-0.905501,-0.071,0.412,0.163,0.166,0.07
441,14.667,0.98,1,0.102811,0.426857,-0.898456,-0.169695,0.368331,-0.914077,-0.037,0.413,0.171,0.138,0.066
442,14.701,0.98,1,0.085402,0.441834,-0.893023,-0.154375,0.392106,-0.906874,-0.038,0.434,0.188,0.115,0.061
443,14.734,0.98,1,0.071927,0.421065,-0.904174,-0.131299,0.382938,-0.914395,-0.033,0.416,0.189,0.093,0.058
444,14.767,0.98,1,0.076611,0.441298,-0.894084,-0.136631,0.376004,-0.91649,-0.033,0.424,0.191,0.077,0.059
445,14.801,0.98,1,0.059058,0.421954,-0.904691,-0.121757,0.350207,-0.928725,-0.034,0.399,0.181,0.065,0.059
446,14.834,0.88,1,0.071022,0.429297,-0.900367,-0.1298,0.35517,-0.925746,-0.032,0.406,0.184,0.06,0.051
447,14.867,0.88,1,0.059928,0.425045,-0.903186,-0.095959,0.365626,-0.925802,-0.02,0.408,0.161,0.064,0.033
451,15.001,0.88,1,0.117218,0.430531,-0.894932,-0.10879,0.389522,-0.91457,0.005,0.426,0.143,0.053,0.025
452,15.034,0.98,1,0.091938,0.420424,-0.902658,-0.093966,0.396879,-0.913049,-0.001,0.423,0.131,0.039,0.029
453,15.067,0.98,1,0.096279,0.420984,-0.901944,-0.112415,0.39652,-0.911117,-0.009,0.424,0.13,0.027,0.037
454,15.101,0.98,1,0.104027,0.406402,-0.907753,-0.108973,0.385235,-0.916362,-0.003,0.409,0.132,0.019,0.045
455,15.134,0.98,1,0.121903,0.432173,-0.893513,-0.115431,0.392273,-0.912577,0.004,0.428,0.145,0.008,0.052
456,15.167,0.98,1,0.116288,0.429263,-0.895662,-0.10464,0.385407,-0.916794,0.006,0.422,0.149,0.0,0.059
457,15.201,0.98,1,0.109426,0.424642,-0.898724,-0.103616,0.38439,-0.917337,0.003,0.419,0.146,-0.003,0.067
458,15.234,0.98,1,0.094013,0.430776,-0.897549,-0.099958,0.375377,-0.921467,-0.003,0.417,0.146,-0.002,0.074
