frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
6354,211.767,0.98,1,0.104327,0.53193,-0.840337,-0.096189,0.601954,-0.792716,0.005,0.607,0.634,0.118,-0.213
13015,433.8,0.98,1,0.188736,0.62263,-0.759414,-0.16692,0.44409,-0.880296,0.013,0.577,0.54,-0.037,0.109
13016,433.833,0.98,1,0.221169,0.640605,-0.73533,-0.124653,0.510437,-0.850832,0.061,0.628,0.555,-0.104,0.127
13017,433.867,0.98,1,0.246779,0.630291,-0.736093,-0.083525,0.517608,-0.851532,0.102,0.626,0.55,-0.149,0.141
13018,433.9,0.98,1,0.232108,0.600107,-0.765504,-0.108709,0.495682,-0.861674,0.076,0.593,0.522,-0.163,0.141
14742,491.367,0.98,1,0.147457,0.4799,-0.864842,-0.056161,0.623465,-0.779831,0.055,0.591,0.805,-0.021,-0.429
20914,697.1,0.98,1,0.107936,0.604055,-0.789599,-0.13582,0.660764,-0.738203,-0.018,0.692,0.603,0.141,-0.148
20915,697.133,0.98,1,0.152803,0.602986,-0.782981,-0.122592,0.65239,-0.747903,0.02,0.687,0.62,0.129,-0.155
20916,697.167,0.98,1,0.168568,0.56028,-0.810969,-0.111215,0.658297,-0.744497,0.037,0.665,0.631,0.123,-0.165
20917,697.2,0.98,1,0.158735,0.556154,-0.815779,-0.105778,0.651787,-0.750989,0.034,0.657,0.658,0.113,-0.172
20918,697.233,0.98,1,0.162856,0.533528,-0.829955,-0.107703,0.649974,-0.752286,0.035,0.642,0.666,0.098,-0.174
20919,697.267,0.98,1,0.171456,0.548548,-0.818351,-0.095423,0.668827,-0.737269,0.049,0.664,0.683,0.084,-0.183
20920,697.3,0.98,1,0.170403,0.563683,-0.808223,-0.076109,0.683395,-0.726071,0.061,0.682,0.739,0.062,-0.191
20921,697.333,0.98,1,0.179123,0.571519,-0.8008,-0.07562,0.701246,-0.708898,0.068,0.7,0.79,0.045,-0.193
20922,697.367,0.98,1,0.185958,0.579307,-0.793613,-0.032565,0.697812,-0.71554,0.101,0.702,0.822,0.033,-0.193
