frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
241,8.001,0.93,1,-0.236869,0.330144,-0.913728,-0.408227,0.416577,-0.812289,-0.358,0.408,0.021,0.414,-0.162
242,8.034,0.93,1,-0.323596,0.401434,-0.856818,-0.417459,0.51037,-0.751832,-0.432,0.516,0.161,0.542,-0.283
243,8.068,0.93,1,-0.395801,0.470359,-0.788736,-0.441621,0.550111,-0.708766,-0.51,0.598,0.258,0.621,-0.389
244,8.101,0.98,1,-0.467601,0.498517,-0.729952,-0.500685,0.54658,-0.671241,-0.605,0.641,0.332,0.694,-0.464
245,8.134,0.93,1,-0.479604,0.488296,-0.729073,-0.530475,0.562603,-0.634094,-0.638,0.657,0.398,0.724,-0.53
246,8.168,0.98,1,-0.470684,0.48583,-0.736496,-0.526358,0.600547,-0.601906,-0.64,0.682,0.469,0.733,-0.612
247,8.201,0.98,1,-0.476806,0.505862,-0.71886,-0.541858,0.638993,-0.545966,-0.678,0.736,0.569,0.758,-0.715
248,8.234,0.98,1,-0.483486,0.501797,-0.717246,-0.536747,0.640733,-0.548967,-0.678,0.734,0.607,0.759,-0.769
249,8.268,0.93,1,-0.470573,0.508686,-0.720971,-0.526052,0.653733,-0.543969,-0.667,0.743,0.639,0.759,-0.806
250,8.301,0.93,1,-0.452752,0.53166,-0.715789,-0.499193,0.664743,-0.555808,-0.643,0.755,0.699,0.771,-0.855
251,8.334,0.93,1,-0.413363,0.503037,-0.759003,-0.496088,0.640679,-0.586027,-0.595,0.705,0.719,0.765,-0.874
252,8.368,0.98,1,-0.4327,0.490396,-0.756494,-0.527932,0.6256,-0.57438,-0.625,0.698,0.739,0.78,-0.896
253,8.401,0.93,1,-0.460549,0.517564,-0.721125,-0.535799,0.626444,-0.566115,-0.659,0.727,0.723,0.762,-0.878
254,8.434,0.98,1,-0.477344,0.491611,-0.728328,-0.569963,0.605997,-0.554896,-0.685,0.708,0.662,0.763,-0.833
255,8.468,0.98,1,-0.490606,0.473464,-0.731531,-0.561118,0.595111,-0.575317,-0.678,0.685,0.618,0.753,-0.792
256,8.501,0.98,1,-0.511414,0.462686,-0.724139,-0.60481,0.58173,-0.543871,-0.722,0.689,0.64,0.76,-0.791
257,8.534,0.98,1,-0.508865,0.467927,-0.722565,-0.588069,0.566194,-0.577581,-0.701,0.672,0.597,0.754,-0.75
258,8.568,0.93,1,-0.412224,0.476246,-0.776699,-0.526387,0.597894,-0.604515,-0.597,0.661,0.596,0.756,-0.752
259,8.601,0.93,1,-0.406524,0.476516,-0.779532,-0.505262,0.610389,-0.610029,-0.581,0.664,0.564,0.753,-0.726
260,8.634,0.93,1,-0.401286,0.480217,-0.779975,-0.495109,0.600888,-0.627535,-0.567,0.655,0.523,0.743,-0.694
261,8.668,0.93,1,-0.457469,0.478639,-0.749418,-0.505545,0.583392,-0.635671,-0.608,0.654,0.49,0.738,-0.662
262,8.701,0.93,1,-0.381627,0.481012,-0.789296,-0.470644,0.595249,-0.651285,-0.534,0.642,0.498,0.754,-0.661
263,8.734,0.93,1,-0.3714,0.507366,-0.777587,-0.446848,0.625613,-0.63948,-0.524,0.674,0.476,0.737,-0.631
264,8.768,0.93,1,-0.404908,0.509735,-0.759091,-0.471382,0.59598,-0.650082,-0.556,0.665,0.488,0.725,-0.621
265,8.801,0.93,1,-0.42728,0.471802,-0.771255,-0.494419,0.583454,-0.644307,-0.577,0.641,0.487,0.722,-0.607
266,8.834,0.98,1,-0.458292,0.437395,-0.773727,-0.526984,0.540482,-0.655871,-0.603,0.6,0.47,0.715,-0.581
267,8.868,0.98,1,-0.488063,0.426623,-0.761438,-0.533323,0.517024,-0.669517,-0.62,0.583,0.456,0.712,-0.559
268,8.901,0.98,1,-0.446149,0.400188,-0.8005,-0.527247,0.488367,-0.695348,-0.577,0.536,0.422,0.7,-0.522
269,8.934,0.98,1,-0.443109,0.389243,-0.807555,-0.536851,0.472969,-0.698636,-0.577,0.52,0.401,0.693,-0.489
270,8.968,0.98,1,-0.433502,0.379853,-0.817183,-0.531595,0.453536,-0.71534,-0.562,0.498,0.37,0.68,-0.445
271,9.001,0.98,1,-0.402931,0.363713,-0.839857,-0.529146,0.433817,-0.729251,-0.536,0.47,0.336,0.662,-0.403
272,9.034,0.98,1,-0.377005,0.349711,-0.857653,-0.534528,0.426321,-0.729746,-0.521,0.455,0.306,0.648,-0.37
273,9.068,0.98,1,-0.366364,0.349237,-0.862445,-0.535748,0.42211,-0.731298,-0.515,0.451,0.287,0.637,-0.347
274,9.101,0.98,1,-0.359781,0.334459,-0.871031,-0.550994,0.411085,-0.726233,-0.518,0.437,0.267,0.636,-0.329
275,9.134,0.98,1,-0.349767,0.324911,-0.87869,-0.542986,0.398272,-0.739287,-0.504,0.42,0.254,0.64,-0.323
