frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
1,0.0,0.88,1,0.877988,0.209207,-0.430545,0.867756,0.206587,-0.452019,1.103,0.44,2.332,-1.148,2.365
2,0.033,0.98,1,0.877376,0.238882,-0.416108,0.861069,0.240992,-0.447754,1.11,0.507,2.249,-1.123,2.237
3,0.067,0.98,1,0.878059,0.246475,-0.410198,0.863582,0.252938,-0.436174,1.118,0.533,2.264,-1.098,2.216
4,0.1,0.98,1,0.876453,0.256599,-0.407416,0.859369,0.263815,-0.438048,1.118,0.552,2.211,-1.104,2.146
5,0.133,0.98,1,0.875838,0.264947,-0.403374,0.855866,0.270635,-0.440738,1.117,0.565,2.127,-1.125,2.059
6,0.167,0.98,1,0.872523,0.273151,-0.405083,0.849314,0.278546,-0.448416,1.111,0.574,2.051,-1.142,1.985
7,0.2,0.98,1,0.869911,0.278076,-0.407344,0.845665,0.279872,-0.454447,1.105,0.575,1.975,-1.158,1.93
8,0.233,0.98,1,0.868394,0.280797,-0.408712,0.846225,0.279393,-0.453699,1.105,0.576,1.941,-1.163,1.91
9,0.267,0.98,1,0.865252,0.284875,-0.412534,0.842937,0.279535,-0.459693,1.099,0.574,1.912,-1.169,1.899
10,0.3,0.98,1,0.86339,0.290739,-0.412345,0.841516,0.283937,-0.459599,1.098,0.583,1.898,-1.171,1.899
11,0.333,0.98,1,0.862486,0.2906,-0.41433,0.84019,0.279896,-0.464477,1.094,0.576,1.877,-1.179,1.899
12,0.367,0.98,1,0.860084,0.294241,-0.416746,0.836182,0.279932,-0.471633,1.088,0.574,1.833,-1.184,1.87
13,0.4,0.98,1,0.855579,0.300049,-0.421847,0.829773,0.282667,-0.481223,1.079,0.573,1.772,-1.191,1.832
14,0.433,0.98,1,0.853956,0.299305,-0.425648,0.829203,0.274843,-0.486707,1.074,0.562,1.702,-1.206,1.805
15,0.467,0.98,1,0.85988,0.289049,-0.420782,0.837039,0.254127,-0.484547,1.081,0.54,1.618,-1.237,1.782
16,0.5,0.98,1,0.858533,0.279403,-0.429947,0.833218,0.237341,-0.499417,1.068,0.507,1.461,-1.256,1.659
17,0.533,0.98,1,0.862528,0.269042,-0.428558,0.83891,0.225716,-0.49526,1.073,0.492,1.476,-1.268,1.684
18,0.567,0.98,1,0.865574,0.266766,-0.423813,0.839739,0.225056,-0.494154,1.077,0.492,1.463,-1.268,1.653
19,0.6,0.98,1,0.872022,0.252907,-0.419066,0.845183,0.210502,-0.491279,1.083,0.471,1.441,-1.293,1.638
20,0.633,0.98,1,0.873192,0.239298,-0.424585,0.843082,0.196808,-0.50048,1.076,0.441,1.374,-1.311,1.57
21,0.667,0.98,1,0.876844,0.226153,-0.424263,0.844033,0.186314,-0.502887,1.077,0.419,1.306,-1.332,1.49
22,0.7,0.98,1,0.878186,0.218556,-0.425467,0.841446,0.182335,-0.508647,1.073,0.405,1.216,-1.342,1.378
88,2.9,0.93,1,0.700546,0.342774,-0.625893,0.658461,0.261813,-0.705608,0.796,0.426,0.57,-0.989,1.134
89,2.933,0.93,1,0.719935,0.369423,-0.587555,0.679961,0.289959,-0.673481,0.838,0.482,0.692,-1.026,1.206
90,2.967,0.93,1,0.742703,0.361705,-0.563526,0.713042,0.288206,-0.639147,0.88,0.495,0.76,-1.057,1.241
91,3.0,0.93,1,0.750379,0.342274,-0.565491,0.729785,0.270344,-0.627956,0.892,0.474,0.782,-1.056,1.253
92,3.033,0.88,1,0.758595,0.318389,-0.568474,0.743361,0.246859,-0.621671,0.901,0.443,0.786,-1.061,1.252
93,3.067,0.88,1,0.767609,0.290971,-0.571063,0.751177,0.216872,-0.623457,0.904,0.402,0.8,-1.081,1.244
98,3.233,0.88,1,0.7724,0.282395,-0.568903,0.758511,0.220927,-0.613068,0.913,0.403,0.903,-1.133,1.307
99,3.267,0.98,1,0.77453,0.283298,-0.565548,0.762215,0.225538,-0.606763,0.919,0.41,0.875,-1.134,1.272
100,3.3,0.98,1,0.774671,0.285125,-0.564437,0.76102,0.229281,-0.60686,0.919,0.414,0.853,-1.133,1.238
101,3.333,0.98,1,0.772092,0.28605,-0.567494,0.754077,0.230503,-0.61501,0.912,0.412,0.816,-1.119,1.184
102,3.367,0.98,1,0.769473,0.298673,-0.56454,0.746153,0.245424,-0.618888,0.908,0.431,0.82,-1.107,1.164
103,3.4,0.98,1,0.767826,0.30688,-0.562378,0.743777,0.25837,-0.616475,0.908,0.447,0.799,-1.099,1.125
104,3.433,0.98,1,0.771618,0.314716,-0.552775,0.74344,0.267941,-0.612784,0.915,0.464,0.781,-1.097,1.096
105,3.467,0.98,1,0.778334,0.316107,-0.542468,0.748708,0.271639,-0.604688,0.927,0.473,0.78,-1.102,1.079
106,3.5,0.98,1,0.777571,0.321746,-0.540244,0.74564,0.279194,-0.605039,0.926,0.483,0.799,-1.098,1.08
107,3.533,0.98,1,0.774022,0.328221,-0.541444,0.741404,0.289492,-0.605405,0.923,0.494,0.815,-1.091,1.077
108,3.567,0.98,1,0.775242,0.334884,-0.535586,0.742634,0.300177,-0.598656,0.929,0.51,0.865,-1.093,1.104
109,3.6,0.98,1,0.775232,0.333874,-0.536231,0.739785,0.300429,-0.602047,0.926,0.508,0.884,-1.085,1.106
110,3.633,0.98,1,0.774634,0.334254,-0.536858,0.737605,0.302272,-0.603797,0.925,0.509,0.901,-1.08,1.111
111,3.667,0.98,1,0.773695,0.335447,-0.537468,0.735182,0.304222,-0.60577,0.922,0.51,0.905,-1.074,1.108
112,3.7,0.98,1,0.773611,0.337086,-0.536562,0.732359,0.307723,-0.607418,0.921,0.513,0.908,-1.071,1.101
113,3.733,0.98,1,0.772971,0.339629,-0.535881,0.731239,0.311129,-0.607032,0.921,0.518,0.924,-1.069,1.108
114,3.767,0.98,1,0.775654,0.337287,-0.533478,0.734347,0.309729,-0.603989,0.925,0.517,0.929,-1.074,1.111
115,3.8,0.98,1,0.777462,0.336341,-0.531439,0.73546,0.309359,-0.602823,0.927,0.518,0.935,-1.078,1.11
116,3.833,0.98,1,0.778671,0.336529,-0.529546,0.736802,0.31102,-0.600325,0.93,0.52,0.943,-1.082,1.115
117,3.867,0.98,1,0.782075,0.331992,-0.527389,0.740806,0.307097,-0.597409,0.935,0.517,0.943,-1.09,1.11
118,3.9,0.98,1,0.788326,0.32471,-0.522595,0.748506,0.298598,-0.592096,0.943,0.51,0.953,-1.105,1.12
119,3.933,0.98,1,0.788452,0.326445,-0.521322,0.750121,0.302972,-0.587816,0.946,0.516,0.972,-1.114,1.132
120,3.967,0.98,1,0.789276,0.328513,-0.518771,0.754936,0.305344,-0.580377,0.952,0.523,1.013,-1.121,1.167
121,4.0,0.98,1,0.784804,0.337269,-0.519935,0.752223,0.315664,-0.578374,0.95,0.536,1.075,-1.115,1.223
122,4.033,0.98,1,0.778824,0.352184,-0.519038,0.750028,0.333541,-0.571146,0.951,0.561,1.146,-1.097,1.288
123,4.067,0.98,1,0.76732,0.366782,-0.526014,0.742618,0.352712,-0.569309,0.943,0.581,1.214,-1.074,1.35
