frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
1693,56.456,0.77,1,0.214196,0.577958,-0.787454,0.083795,0.538207,-0.838637,0.181,0.602,0.633,-0.282,0.474
1694,56.49,0.88,1,0.227003,0.583211,-0.779958,0.101855,0.546992,-0.830918,0.201,0.612,0.651,-0.305,0.459
1695,56.523,0.88,1,0.245515,0.584859,-0.773086,0.121849,0.5522,-0.82476,0.226,0.618,0.669,-0.329,0.44
1696,56.557,0.88,1,0.251142,0.585017,-0.771157,0.128777,0.553608,-0.82276,0.234,0.62,0.679,-0.338,0.427
1697,56.59,0.88,1,0.259081,0.572243,-0.778084,0.138844,0.543166,-0.828066,0.243,0.607,0.684,-0.35,0.405
1698,56.623,0.88,1,0.253708,0.571719,-0.780237,0.12751,0.543893,-0.82941,0.233,0.606,0.688,-0.344,0.391
1699,56.657,0.88,1,0.239568,0.569081,-0.786609,0.114578,0.543691,-0.831427,0.215,0.602,0.681,-0.328,0.364
2887,96.296,0.98,1,0.464062,0.75198,-0.468159,0.376397,0.709562,-0.595691,0.669,0.942,0.941,-0.606,0.519
2888,96.33,0.98,1,0.477423,0.759231,-0.442307,0.369815,0.709547,-0.599817,0.683,0.954,0.908,-0.598,0.49
2889,96.363,0.98,1,0.466721,0.754739,-0.46102,0.35996,0.700399,-0.616336,0.654,0.933,0.887,-0.597,0.468
2890,96.396,0.98,1,0.488089,0.743474,-0.457183,0.372394,0.692879,-0.617448,0.675,0.928,0.871,-0.598,0.449
2891,96.43,0.98,1,0.486872,0.737656,-0.467781,0.358089,0.695341,-0.623116,0.659,0.92,0.865,-0.589,0.437
2892,96.463,0.98,1,0.48607,0.738933,-0.466599,0.359996,0.687939,-0.630193,0.657,0.915,0.869,-0.578,0.432
